name,slug,brand,category,short_description,long_description,variants,statusName,image_url,color
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
,,YaMe,Khác,,"nan là sản phẩm thuộc thương hiệu YaMe, thiết kế hướng tới sự bền bỉ và thoải mái khi sử dụng hàng ngày.

Bền - Giá Tốt: Đường may chắc chắn, form dáng dễ mặc, phù hợp nhiều phong cách khác nhau.
Chất liệu: Chất liệu bền, hạn chế xù lông và phai màu khi sử dụng lâu dài.
Loại sản phẩm: Khác.
Màu sắc: Nhiều lựa chọn màu khác nhau.
Kỹ thuật hoàn thiện tỉ mỉ, hạn chế nhăn và giữ form tốt sau thời gian dài sử dụng.

Nhân dịp: Hàng ngày, đi học, đi làm, đi chơi.
Đối tượng phù hợp: Phù hợp cho cả nam và nữ, đặc biệt với những ai cần trang phục dễ phối, có thể mặc đi học, đi làm hoặc đi chơi hàng ngày.
Bộ sưu tập: #Y2010 cảm hứng streetwear hiện đại.
Xuất xứ: Việt Nam.","[{""color"": null, ""size"": ""68c0fa02e050ea0ffe011f00"", ""sku"": ""nan-m"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c0fa02e050ea0ffe011f02"", ""sku"": ""nan-l"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f06"", ""sku"": ""nan-xl"", ""price"": null, ""stock_quantity"": 0}, {""color"": null, ""size"": ""68c12383e050ea0ffe011f08"", ""sku"": ""nan-2xl"", ""price"": null, ""stock_quantity"": 0}]",New,,
